Cell	Plate Number	Classification	Percent_Mitochondrial	Clusters
X196_5	P5	non-engaging	19.8078959896659	2
X197_5	P5	non-engaging	18.0722427085846	3
X198_5	P5	non-engaging	19.2465584255203	0
X199_5	P5	non-engaging	20.5790245246048	0
X200_5	P5	non-engaging	25.7888195437475	0
X201_5	P5	non-engaging	22.6160349533446	2
X203_5	P5	non-engaging	18.7768291348236	0
X204_5	P5	non-engaging	13.616034669959	3
X205_5	P5	non-engaging	18.0904837631657	0
X207_5	P5	non-engaging	9.62110323635818	0
X208_5	P5	non-engaging	15.7439721125516	3
X209_5	P5	non-engaging	11.597531618652	0
X210_5	P5	non-engaging	8.91189653692535	0
X211_5	P5	non-engaging	20.9880395651436	2
X212_5	P5	non-engaging	12.1228105246006	2
X213_5	P5	non-engaging	17.4352173375972	0
X214_5	P5	non-engaging	24.5736931969485	2
X215_5	P5	non-engaging	18.9948333855603	0
X216_5	P5	non-engaging	19.4044421295435	0
X217_5	P5	non-engaging	22.002703353269	0
X218_5	P5	non-engaging	6.00662264686617	0
X220_5	P5	non-engaging	13.9280992707833	2
X221_5	P5	non-engaging	15.6234285367612	3
X222_5	P5	non-engaging	20.8625817379658	2
X223_5	P5	non-engaging	16.1004990338826	2
X224_5	P5	non-engaging	19.0021400424627	2
X225_5	P5	non-engaging	13.5095555392839	0
X226_5	P5	non-engaging	22.1541410630395	0
X227_5	P5	non-engaging	18.7408685227834	2
X228_5	P5	non-engaging	22.5927936163324	2
X229_5	P5	non-engaging	20.5146273270747	2
X230_5	P5	non-engaging	18.5497894588803	2
X232_5	P5	non-engaging	26.9114476766875	2
X233_5	P5	non-engaging	20.6578728158289	2
X234_5	P5	non-engaging	20.7635597682991	2
X235_5	P5	non-engaging	20.1762893344015	2
X236_5	P5	non-engaging	16.3660426554995	0
X237_5	P5	non-engaging	26.0729079873794	2
X238_5	P5	non-engaging	16.1113400869144	2
X239_5	P5	non-engaging	20.6746178715536	4
X240_5	P5	non-engaging	17.8355472427691	0
X241_5	P5	non-engaging	13.9698101273521	0
X242_5	P5	non-engaging	10.5417657344274	3
X243_5	P5	non-engaging	18.0417121625802	2
X244_5	P5	non-engaging	17.8031738618023	2
X245_5	P5	non-engaging	13.8910017691641	3
X246_5	P5	non-engaging	12.6228585616155	4
X247_5	P5	non-engaging	18.8388867223138	2
X248_5	P5	non-engaging	12.3017955140199	2
X249_5	P5	non-engaging	17.648451275475	0
X250_5	P5	non-engaging	17.1176585468944	3
X252_5	P5	non-engaging	21.0363540205569	2
X253_5	P5	non-engaging	19.3625571619936	0
X254_5	P5	non-engaging	23.1962324748984	0
X256_5	P5	non-engaging	18.7193584925252	0
X257_5	P5	non-engaging	28.1136234527895	2
X258_5	P5	non-engaging	15.0301865361932	0
X260_5	P5	non-engaging	9.87190714494947	0
X262_5	P5	non-engaging	15.7982940719687	0
X263_5	P5	non-engaging	15.1417033909243	3
X264_5	P5	non-engaging	18.6045663524511	0
X265_5	P5	non-engaging	18.1995337194409	0
X267_5	P5	non-engaging	24.0377851472214	0
X268_5	P5	non-engaging	10.4877992098536	0
X269_5	P5	non-engaging	5.06739835804969	2
X270_5	P5	non-engaging	28.2096209905307	2
X271_5	P5	non-engaging	17.2795780273285	2
X272_5	P5	non-engaging	11.8460892281845	3
X273_5	P5	non-engaging	10.1412061692838	0
X275_5	P5	non-engaging	21.7124902360796	2
X276_5	P5	non-engaging	24.0829134916483	2
X277_5	P5	non-engaging	17.9172808680374	3
X278_5	P5	non-engaging	21.0753592266511	0
X279_5	P5	non-engaging	22.6377381244835	0
X280_5	P5	non-engaging	15.6216026854512	3
X281_5	P5	non-engaging	24.4467418001031	0
X283_5	P5	non-engaging	14.455579180919	3
X285_5	P5	non-engaging	28.1007319974199	2
X286_5	P5	non-engaging	18.9127823702076	0
X287_5	P5	non-engaging	16.7632012309628	3
X288_5	P5	non-engaging	14.3651856385745	3
X290_5	P5	non-engaging	27.4565953067175	2
X291_5	P5	non-engaging	25.1918140110315	2
X293_5	P5	non-engaging	14.9664514159427	2
X294_5	P5	non-engaging	17.132529791358	2
X297_5	P5	non-engaging	16.3318521236223	0
X298_5	P5	non-engaging	18.8662160386346	2
X299_5	P5	non-engaging	15.3187852830435	0
X300_5	P5	non-engaging	18.7443150077944	2
X301_5	P5	non-engaging	17.0922905928973	0
X302_5	P5	non-engaging	14.7752116992368	3
X303_5	P5	non-engaging	29.2909374166654	0
X304_5	P5	non-engaging	21.3947136950693	2
X305_5	P5	non-engaging	21.6297112498081	2
X306_5	P5	non-engaging	23.4003998396778	2
X308_5	P5	non-engaging	14.7841288552796	2
X309_5	P5	non-engaging	20.146494419446	2
X310_5	P5	non-engaging	13.3942258378032	2
X311_5	P5	non-engaging	15.1984558771263	3
X313_5	P5	non-engaging	16.0111200664279	3
X314_5	P5	non-engaging	17.6084611801948	0
X315_5	P5	non-engaging	16.75258622414	2
X316_5	P5	non-engaging	21.4731847125147	2
X317_5	P5	non-engaging	19.6010882996515	0
X318_5	P5	non-engaging	12.59980396991	3
X319_5	P5	non-engaging	10.5251027497025	0
X320_5	P5	non-engaging	16.911983348201	0
X324_5	P5	non-engaging	19.7395678224374	3
X325_5	P5	non-engaging	26.7226880465043	0
X326_5	P5	non-engaging	23.8822825445861	0
X327_5	P5	non-engaging	12.572454013257	3
X328_5	P5	non-engaging	24.3030438104941	2
X329_5	P5	non-engaging	25.3838711889024	0
X330_5	P5	non-engaging	12.7353122783382	3
X331_5	P5	non-engaging	21.3621154679504	0
X332_5	P5	non-engaging	12.9983271378647	2
X333_5	P5	non-engaging	17.0288881956596	3
X334_5	P5	non-engaging	20.4925135799576	2
X335_5	P5	non-engaging	14.3349103869912	2
X336_5	P5	non-engaging	18.7298600807675	0
X337_5	P5	non-engaging	16.7777891191181	3
X338_5	P5	non-engaging	19.6079824672945	0
X341_5	P5	non-engaging	20.4401615930396	3
X342_5	P5	non-engaging	21.2793760976834	0
X343_5	P5	non-engaging	14.710423041586	3
X345_5	P5	non-engaging	28.1997137561296	0
X346_5	P5	non-engaging	19.7395519992931	2
X347_5	P5	non-engaging	18.1277577095053	0
X348_5	P5	non-engaging	10.9971626502316	2
X349_5	P5	non-engaging	10.5853800956169	3
X350_5	P5	non-engaging	18.1311723187582	3
X351_5	P5	non-engaging	17.231960032966	3
X352_5	P5	non-engaging	18.3863506206629	0
X353_5	P5	non-engaging	23.8164987055998	0
X354_5	P5	non-engaging	23.9590443213007	0
X355_5	P5	non-engaging	12.3100237221881	6
X356_5	P5	non-engaging	26.1334600130998	2
X361_5	P5	non-engaging	27.1358820288583	0
X362_5	P5	non-engaging	17.046535241078	2
X363_5	P5	non-engaging	16.7445158656646	0
X364_5	P5	non-engaging	9.46216327592935	0
X365_5	P5	non-engaging	9.97218021405423	3
X367_5	P5	non-engaging	16.3109530832028	0
X368_5	P5	non-engaging	14.9455523451636	0
X369_5	P5	non-engaging	12.8415165909364	2
X372_5	P5	non-engaging	7.31187652553086	0
X373_5	P5	non-engaging	14.8615748986269	2
X374_5	P5	non-engaging	13.3085299405107	2
X375_5	P5	non-engaging	22.8674596590124	2
X376_5	P5	non-engaging	8.84981810116477	0
X377_5	P5	non-engaging	13.7290549113513	0
X378_5	P5	non-engaging	18.0464895840065	2
X379_5	P5	non-engaging	8.32430861002985	3
X380_5	P5	non-engaging	21.6099249855741	3
X001_6	P7	not_exposed	16.2618684908932	1
X002_6	P7	not_exposed	8.50091438634515	1
X003_6	P7	not_exposed	11.8098533787952	3
X004_6	P7	not_exposed	18.9153052944007	1
X005_6	P7	not_exposed	12.978899786911	1
X006_6	P7	not_exposed	19.8406568746055	1
X008_6	P7	not_exposed	28.8391772039288	1
X011_6	P7	not_exposed	15.3840330003625	1
X012_6	P7	not_exposed	14.9255327447077	3
X013_6	P7	not_exposed	21.7106521961617	1
X014_6	P7	not_exposed	15.0804180014022	3
X015_6	P7	not_exposed	14.2743280071414	1
X016_6	P7	not_exposed	29.1750017932144	1
X017_6	P7	not_exposed	12.9845406103566	5
X018_6	P7	not_exposed	11.7854998089206	1
X019_6	P7	not_exposed	9.47707821876703	5
X020_6	P7	not_exposed	13.5464557053208	1
X022_6	P7	not_exposed	19.8809760301281	1
X023_6	P7	not_exposed	19.2628828245007	1
X024_6	P7	not_exposed	22.1635684099958	1
X025_6	P7	not_exposed	19.3585415165092	0
X026_6	P7	not_exposed	14.9174666857716	5
X027_6	P7	not_exposed	20.4358227132356	3
X029_6	P7	not_exposed	16.8979788968117	1
X030_6	P7	not_exposed	13.2860433536902	1
X031_6	P7	not_exposed	16.4247297614254	1
X032_6	P7	not_exposed	5.62260706549	1
X033_6	P7	not_exposed	21.238892380984	3
X034_6	P7	not_exposed	22.5614591593973	1
X035_6	P7	not_exposed	27.7771423321189	1
X037_6	P7	not_exposed	16.2286578220445	3
X038_6	P7	not_exposed	15.0467167157996	1
X039_6	P7	not_exposed	17.5945100855066	1
X041_6	P7	not_exposed	18.8998980994811	1
X044_6	P7	not_exposed	9.62587859655711	1
X046_6	P7	not_exposed	20.9550960994522	1
X047_6	P7	not_exposed	17.2226277420787	1
X048_6	P7	not_exposed	12.0517360963116	1
X049_6	P7	not_exposed	19.9182888090205	1
X050_6	P7	not_exposed	11.8411278426878	1
X051_6	P7	not_exposed	9.57719769413713	1
X052_6	P7	not_exposed	12.8233603344656	1
X054_6	P7	not_exposed	13.1434895677724	1
X056_6	P7	not_exposed	9.43266153142694	5
X057_6	P7	not_exposed	22.0775576812678	1
X058_6	P7	not_exposed	15.6045175640086	1
X059_6	P7	not_exposed	7.3858346513656	3
X060_6	P7	not_exposed	23.6237862452286	1
X061_6	P7	not_exposed	16.3401104275852	1
X062_6	P7	not_exposed	12.3310291521374	1
X064_6	P7	not_exposed	20.9460205442549	1
X066_6	P7	not_exposed	16.3014864856588	3
X067_6	P7	not_exposed	23.7627448268005	1
X068_6	P7	not_exposed	18.7202258772383	5
X069_6	P7	not_exposed	13.8055236406572	1
X070_6	P7	not_exposed	10.4542986138363	1
X071_6	P7	not_exposed	14.3802959239201	1
X072_6	P7	not_exposed	17.3761546489263	1
X073_6	P7	not_exposed	10.8723799641754	1
X074_6	P7	not_exposed	18.336742571385	1
X075_6	P7	not_exposed	9.36346323454802	1
X076_6	P7	not_exposed	17.8703375921217	1
X077_6	P7	not_exposed	22.5354378626413	1
X079_6	P7	not_exposed	15.6637257515227	3
X080_6	P7	not_exposed	14.9953715207547	1
X081_6	P7	not_exposed	20.0927069242065	1
X082_6	P7	not_exposed	17.1179283984711	1
X083_6	P7	not_exposed	23.7676322688301	1
X084_6	P7	not_exposed	19.8921981526036	1
X086_6	P7	not_exposed	18.2496806451048	1
X088_6	P7	not_exposed	22.4510345249459	1
X089_6	P7	not_exposed	15.7874425469729	1
X090_6	P7	not_exposed	22.8514025099114	1
X091_6	P7	not_exposed	17.571171184435	5
X092_6	P7	not_exposed	14.6191745770249	1
X093_6	P7	not_exposed	16.4488370222727	1
X095_6	P7	not_exposed	26.7109891124598	1
X096_6	P7	not_exposed	20.0472518065218	1
X098_6	P7	not_exposed	17.5257411608153	1
X099_6	P7	not_exposed	11.8133885208565	1
X102_6	P7	not_exposed	16.7780864635649	1
X103_6	P7	not_exposed	8.23157349779973	5
X105_6	P7	not_exposed	16.5478801344608	1
X106_6	P7	not_exposed	14.2417324559853	1
X108_6	P7	not_exposed	16.8523841457861	1
X111_6	P7	not_exposed	14.5439019677506	1
X112_6	P7	not_exposed	23.1673631442028	1
X113_6	P7	not_exposed	19.6784838513514	1
X114_6	P7	not_exposed	20.319065912595	1
X115_6	P7	not_exposed	12.7171956991849	1
X116_6	P7	not_exposed	17.7660650694009	1
X118_6	P7	not_exposed	14.4132231910288	3
X119_6	P7	not_exposed	17.9136391945194	1
X120_6	P7	not_exposed	15.142827190923	1
X121_6	P7	not_exposed	13.1238214519362	1
X122_6	P7	not_exposed	12.2621474785806	3
X123_6	P7	not_exposed	21.7826806035156	1
X124_6	P7	not_exposed	17.9151085011941	1
X125_6	P7	not_exposed	17.3907363122512	1
X126_6	P7	not_exposed	13.7267934790881	1
X127_6	P7	not_exposed	8.05961826172709	1
X128_6	P7	not_exposed	20.4177420487653	1
X129_6	P7	not_exposed	23.2774035413218	1
X130_6	P7	not_exposed	24.4874538462737	1
X132_6	P7	not_exposed	17.878782753351	3
X133_6	P7	not_exposed	27.9374643758652	1
X134_6	P7	not_exposed	14.468489228728	1
X135_6	P7	not_exposed	16.350654588365	1
X137_6	P7	not_exposed	16.195834295424	1
X139_6	P7	not_exposed	27.6651915648702	1
X141_6	P7	not_exposed	18.1692910883675	1
X142_6	P7	not_exposed	21.4953100786793	1
X144_6	P7	not_exposed	18.7631483323133	1
X145_6	P7	not_exposed	15.0463595594237	1
X146_6	P7	not_exposed	19.2641903185291	3
X147_6	P7	not_exposed	16.7810118891816	1
X148_6	P7	not_exposed	13.3089814983059	1
X149_6	P7	not_exposed	15.2897876315757	5
X150_6	P7	not_exposed	10.2973254321206	1
X151_6	P7	not_exposed	15.8776522980916	1
X154_6	P7	not_exposed	18.2250070973759	1
X155_6	P7	not_exposed	25.42401163836	1
X156_6	P7	not_exposed	16.053708264033	3
X158_6	P7	not_exposed	19.0641545682586	1
X159_6	P7	not_exposed	15.6481969861861	1
X160_6	P7	not_exposed	20.9203689024773	1
X161_6	P7	not_exposed	17.1104175792851	1
X162_6	P7	not_exposed	18.8607034541029	3
X163_6	P7	not_exposed	13.2276084261308	1
X164_6	P7	not_exposed	21.8298040049242	1
X167_6	P7	not_exposed	7.14426766428715	3
X168_6	P7	not_exposed	24.8469015878638	1
X169_6	P7	not_exposed	18.1234871832558	1
X170_6	P7	not_exposed	14.2130903831086	1
X171_6	P7	not_exposed	16.2685064844614	1
X172_6	P7	not_exposed	13.2530753311693	1
X173_6	P7	not_exposed	18.1250499014577	1
X175_6	P7	not_exposed	18.1556932982319	1
X176_6	P7	not_exposed	25.5120928530853	1
X177_6	P7	not_exposed	18.8339575130971	1
X178_6	P7	not_exposed	13.9944461030314	5
X179_6	P7	not_exposed	26.6516381723755	5
X180_6	P7	not_exposed	17.0904703070547	5
X181_6	P7	not_exposed	12.1381338647812	3
X182_6	P7	not_exposed	24.4308454647917	1
X183_6	P7	not_exposed	19.4959196937964	1
X184_6	P7	not_exposed	17.6322991720695	1
X185_6	P7	not_exposed	25.287720021807	1
X186_6	P7	not_exposed	17.6720062834231	1
X187_6	P7	not_exposed	7.29202933625449	1
X188_6	P7	not_exposed	25.1570069399978	1
X189_6	P7	not_exposed	11.6628865118092	1
X190_6	P7	not_exposed	15.2311230803718	1
X191_6	P7	not_exposed	20.1494876099961	1
X192_6	P7	not_exposed	19.4003988892806	1
X193_6	P7	not_exposed	12.9965485114132	1
X194_6	P7	not_exposed	17.2929373487643	5
X195_6	P7	not_exposed	16.7270241911418	1
X197_6	P7	not_exposed	6.08489811199979	1
X198_6	P7	not_exposed	14.350655833104	1
X199_6	P7	not_exposed	25.2671798587696	1
X200_6	P7	not_exposed	18.8991208654333	1
X201_6	P7	not_exposed	17.757306163512	1
X202_6	P7	not_exposed	15.8325848249112	1
X203_6	P7	not_exposed	21.3765997418962	1
X204_6	P7	not_exposed	18.3865910257173	1
X205_6	P7	not_exposed	12.1721637110544	3
X206_6	P7	not_exposed	11.7773394667692	3
X207_6	P7	not_exposed	22.4093299521758	1
X208_6	P7	not_exposed	19.0373984296689	1
X209_6	P7	not_exposed	15.8752688655279	1
X210_6	P7	not_exposed	17.5100344468786	1
X211_6	P7	not_exposed	20.8855596549853	1
X212_6	P7	not_exposed	17.9981509760542	1
X213_6	P7	not_exposed	18.0611833871207	1
X215_6	P7	not_exposed	25.7271280696861	1
X216_6	P7	not_exposed	25.0896471289393	1
X217_6	P7	not_exposed	21.7379514916711	1
X218_6	P7	not_exposed	6.26106384807079	1
X219_6	P7	not_exposed	12.8478965532916	1
X220_6	P7	not_exposed	6.56664219690232	1
X221_6	P7	not_exposed	23.2147387309346	1
X223_6	P7	not_exposed	16.8354488322123	1
X224_6	P7	not_exposed	23.0924571137055	1
X225_6	P7	not_exposed	24.8268321682557	1
X226_6	P7	not_exposed	24.9979514163123	1
X227_6	P7	not_exposed	21.7715707168652	1
X228_6	P7	not_exposed	16.6542453971701	1
X229_6	P7	not_exposed	19.315732144729	1
X230_6	P7	not_exposed	24.7297960121941	1
X231_6	P7	not_exposed	17.0614638880537	1
X232_6	P7	not_exposed	15.6186955158008	1
X234_6	P7	not_exposed	19.6392554938731	1
X235_6	P7	not_exposed	10.894739671482	1
X236_6	P7	not_exposed	19.1710776215681	1
X237_6	P7	not_exposed	15.8583870592007	3
X238_6	P7	not_exposed	14.5731498236735	1
X239_6	P7	not_exposed	11.5325371655347	1
X240_6	P7	not_exposed	18.0137203506146	1
X241_6	P7	not_exposed	22.3214824443299	1
X242_6	P7	not_exposed	16.7542909422442	1
X243_6	P7	not_exposed	16.2809568632542	1
X244_6	P7	not_exposed	8.36125450755177	1
X245_6	P7	not_exposed	16.9600949892744	1
X246_6	P7	not_exposed	15.7506094947692	1
X248_6	P7	not_exposed	17.6029536577073	1
X249_6	P7	not_exposed	22.6453634596299	1
X250_6	P7	not_exposed	14.0323382070081	1
X251_6	P7	not_exposed	16.5700212290896	1
X252_6	P7	not_exposed	16.3899902707614	1
X253_6	P7	not_exposed	16.1833628338828	1
X254_6	P7	not_exposed	8.63481710280812	1
X255_6	P7	not_exposed	18.4833317926301	1
X256_6	P7	not_exposed	17.4620736942987	1
X257_6	P7	not_exposed	16.3200502646142	1
X258_6	P7	not_exposed	18.4765759289933	1
X260_6	P7	not_exposed	12.9762908241611	1
X261_6	P7	not_exposed	25.4275311727828	1
X262_6	P7	not_exposed	18.6938827731615	5
X265_6	P7	not_exposed	21.8355334375751	1
X266_6	P7	not_exposed	20.3601539396719	1
X267_6	P7	not_exposed	21.0227099171489	1
X268_6	P7	not_exposed	21.2145347334297	1
X269_6	P7	not_exposed	11.3415706559234	3
X270_6	P7	not_exposed	8.21730154062211	1
X271_6	P7	not_exposed	18.5616939287101	5
X272_6	P7	not_exposed	15.4422981016142	1
X273_6	P7	not_exposed	18.475466823337	1
X274_6	P7	not_exposed	17.0234215647199	1
X275_6	P7	not_exposed	18.5810531023288	1
X276_6	P7	not_exposed	16.5354617098685	3
X277_6	P7	not_exposed	18.6879870380372	1
X278_6	P7	not_exposed	19.4302634137773	1
X280_6	P7	not_exposed	14.9928960288097	1
X281_6	P7	not_exposed	24.9748165738934	5
X282_6	P7	not_exposed	23.0101245865468	1
X283_6	P7	not_exposed	14.117491359119	1
X284_6	P7	not_exposed	28.3483474057566	1
X286_6	P7	not_exposed	20.238705039119	1
X287_6	P7	not_exposed	10.9549011712017	3
X288_6	P7	not_exposed	18.4153702564018	1
X289_6	P7	not_exposed	26.2279801145574	1
X290_6	P7	not_exposed	18.6940630710838	3
X291_6	P7	not_exposed	24.5489595837442	1
X293_6	P7	not_exposed	16.8746011755613	1
X294_6	P7	not_exposed	16.7983566727492	3
X295_6	P7	not_exposed	13.4423394046636	1
X296_6	P7	not_exposed	19.7255960828969	1
X297_6	P7	not_exposed	18.6324773051974	1
X298_6	P7	not_exposed	15.1752762983411	1
X299_6	P7	not_exposed	19.5616816375971	1
X301_6	P7	not_exposed	16.2908190148175	3
X303_6	P7	not_exposed	18.6598345643396	1
X304_6	P7	not_exposed	18.7838921178458	0
X305_6	P7	not_exposed	15.639209446929	3
X306_6	P7	not_exposed	20.4265980761699	1
X307_6	P7	not_exposed	21.6778204991623	1
X309_6	P7	not_exposed	23.0860322904196	1
X310_6	P7	not_exposed	14.6117415084405	1
X311_6	P7	not_exposed	13.1762285341789	1
X313_6	P7	not_exposed	8.90171594612635	1
X315_6	P7	not_exposed	14.5294228456333	1
X316_6	P7	not_exposed	15.7097048104149	1
X317_6	P7	not_exposed	12.5082671510234	1
X318_6	P7	not_exposed	20.6008849283702	1
X319_6	P7	not_exposed	19.6450747869614	1
X320_6	P7	not_exposed	15.3209026006014	3
X321_6	P7	not_exposed	18.6908726067601	1
X322_6	P7	not_exposed	16.8090340069911	3
X323_6	P7	not_exposed	12.590257429887	1
X324_6	P7	not_exposed	23.3245393377916	1
X325_6	P7	not_exposed	10.1735035354552	3
X326_6	P7	not_exposed	10.8629207798362	1
X328_6	P7	not_exposed	17.6014296782927	1
X330_6	P7	not_exposed	15.2970993833299	3
X331_6	P7	not_exposed	21.0723700282847	1
X332_6	P7	not_exposed	20.1948377779681	1
X333_6	P7	not_exposed	15.0042912933298	1
X334_6	P7	not_exposed	20.6616352440684	1
X335_6	P7	not_exposed	20.2730126669112	1
X336_6	P7	not_exposed	22.2766332908235	1
X337_6	P7	not_exposed	21.393580303223	3
X338_6	P7	not_exposed	20.3820304028479	1
X339_6	P7	not_exposed	17.7068318846887	1
X340_6	P7	not_exposed	8.62151912743567	3
X342_6	P7	not_exposed	26.652135663546	1
X343_6	P7	not_exposed	19.7095260006262	1
X344_6	P7	not_exposed	24.0547001444427	1
X345_6	P7	not_exposed	18.9665028355387	1
X346_6	P7	not_exposed	20.0902218795264	1
X347_6	P7	not_exposed	15.0812536561666	1
X348_6	P7	not_exposed	15.6581793403963	1
X349_6	P7	not_exposed	21.8944985715948	1
X350_6	P7	not_exposed	5.63855341326694	1
X351_6	P7	not_exposed	16.3246477184511	1
X353_6	P7	not_exposed	20.3632744212366	1
X354_6	P7	not_exposed	14.510974857826	5
X356_6	P7	not_exposed	17.8008048154503	1
X362_6	P7	not_exposed	10.0416236162361	1
X363_6	P7	not_exposed	16.5173761975774	1
X364_6	P7	not_exposed	19.6263292904639	1
X365_6	P7	not_exposed	9.09195431666623	1
X366_6	P7	not_exposed	16.3146895628254	1
X368_6	P7	not_exposed	14.2143895642341	1
X370_6	P7	not_exposed	25.3516288795254	5
X372_6	P7	not_exposed	21.7468830118259	1
X373_6	P7	not_exposed	8.34107365209644	1
X376_6	P7	not_exposed	20.9161599029407	1
X377_6	P7	not_exposed	22.4852693857303	1
X378_6	P7	not_exposed	7.80238712199414	6
X379_6	P7	not_exposed	16.2345017737346	1
X380_6	P7	not_exposed	16.3598542294447	3
X001_7	P8	not_exposed	17.7463864115878	1
X002_7	P8	not_exposed	16.9395500409882	1
X003_7	P8	not_exposed	20.4871589162647	5
X004_7	P8	not_exposed	14.3400490523131	1
X006_7	P8	not_exposed	21.6680240776626	5
X007_7	P8	not_exposed	23.1701401405411	1
X008_7	P8	not_exposed	22.6803304133195	1
X009_7	P8	not_exposed	19.8409839701911	1
X010_7	P8	not_exposed	27.0079003775095	1
X011_7	P8	not_exposed	21.472676103667	3
X012_7	P8	not_exposed	19.8121440603192	1
X015_7	P8	not_exposed	18.5022726417421	1
X016_7	P8	not_exposed	11.6156977922114	1
X019_7	P8	not_exposed	12.4765734391268	1
X020_7	P8	not_exposed	19.3880044833601	1
X022_7	P8	not_exposed	13.761303246676	1
X023_7	P8	not_exposed	17.0660109892867	1
X025_7	P8	not_exposed	19.232274334744	1
X026_7	P8	not_exposed	23.4650997435508	1
X027_7	P8	not_exposed	18.696937378759	3
X028_7	P8	not_exposed	11.1772242529299	3
X029_7	P8	not_exposed	19.5099669552432	1
X030_7	P8	not_exposed	10.5464757286634	1
X031_7	P8	not_exposed	11.7084453085935	1
X032_7	P8	not_exposed	19.5527551146784	1
X033_7	P8	not_exposed	16.3848083018489	1
X034_7	P8	not_exposed	20.658557778482	1
X035_7	P8	not_exposed	19.0522093292436	1
X037_7	P8	not_exposed	23.3255181695577	1
X038_7	P8	not_exposed	19.7858237109526	1
X039_7	P8	not_exposed	16.8572438224207	0
X042_7	P8	not_exposed	14.216504613441	1
X043_7	P8	not_exposed	13.6938435564034	1
X044_7	P8	not_exposed	14.2488543504113	3
X045_7	P8	not_exposed	13.5209315129548	3
X046_7	P8	not_exposed	10.7950971469134	3
X047_7	P8	not_exposed	21.7497740432646	1
X049_7	P8	not_exposed	15.4364267432963	1
X050_7	P8	not_exposed	10.4478497799813	5
X052_7	P8	not_exposed	13.0298406861845	1
X053_7	P8	not_exposed	15.3029146270265	1
X054_7	P8	not_exposed	19.0075520671209	3
X055_7	P8	not_exposed	19.8820880258357	1
X056_7	P8	not_exposed	8.13550169473544	1
X057_7	P8	not_exposed	21.0336509335242	1
X060_7	P8	not_exposed	24.6699416286193	1
X061_7	P8	not_exposed	18.5309529318143	1
X062_7	P8	not_exposed	22.9616001581304	1
X063_7	P8	not_exposed	15.7202760983675	3
X065_7	P8	not_exposed	15.0588277842712	3
X066_7	P8	not_exposed	18.6497136768577	1
X067_7	P8	not_exposed	15.0371296827441	1
X068_7	P8	not_exposed	15.3762533937606	1
X069_7	P8	not_exposed	11.293340022546	3
X070_7	P8	not_exposed	12.793172429808	1
X071_7	P8	not_exposed	10.329811536265	1
X073_7	P8	not_exposed	19.3741678504777	3
X075_7	P8	not_exposed	14.1576240924163	1
X076_7	P8	not_exposed	19.0212940958106	1
X077_7	P8	not_exposed	19.4730246287151	1
X078_7	P8	not_exposed	8.45845928747911	1
X079_7	P8	not_exposed	22.4322395397938	1
X080_7	P8	not_exposed	16.334857622146	1
X081_7	P8	not_exposed	16.1288490482095	1
X082_7	P8	not_exposed	13.2353811282433	3
X083_7	P8	not_exposed	20.0511459285056	1
X084_7	P8	not_exposed	22.7724153838925	1
X085_7	P8	not_exposed	21.0515754113772	6
X087_7	P8	not_exposed	18.6713235210805	1
X088_7	P8	not_exposed	14.1912722667179	1
X089_7	P8	not_exposed	16.6522884079664	1
X090_7	P8	not_exposed	17.1209646124185	3
X091_7	P8	not_exposed	19.1865631610376	1
X092_7	P8	not_exposed	14.6276366070079	3
X094_7	P8	not_exposed	15.7384205948286	1
X095_7	P8	not_exposed	23.0807504691632	1
X096_7	P8	not_exposed	13.7424365491499	1
X097_7	P8	not_exposed	15.1240345041439	3
X098_7	P8	not_exposed	19.7441166553209	1
X099_7	P8	not_exposed	13.4082470056203	1
X101_7	P8	not_exposed	23.2568697905774	1
X102_7	P8	not_exposed	21.2364383535997	1
X105_7	P8	not_exposed	25.7713377759859	1
X106_7	P8	not_exposed	12.9845385831207	3
X107_7	P8	not_exposed	21.1979364556684	3
X111_7	P8	not_exposed	25.6212188536076	6
X112_7	P8	not_exposed	19.8131754342467	1
X113_7	P8	not_exposed	13.5156481796903	1
X115_7	P8	not_exposed	22.9219257376818	1
X116_7	P8	not_exposed	16.2018421403224	1
X117_7	P8	not_exposed	14.6282604925531	3
X118_7	P8	not_exposed	18.5965370286746	1
X119_7	P8	not_exposed	19.5062497133989	1
X120_7	P8	not_exposed	21.5986186310889	1
X121_7	P8	not_exposed	15.1759967413729	2
X122_7	P8	not_exposed	15.2057008496656	3
X123_7	P8	not_exposed	13.7942767092869	1
X125_7	P8	not_exposed	14.3488601866091	1
X126_7	P8	not_exposed	19.4133244856622	1
X127_7	P8	not_exposed	9.14713294236648	1
X128_7	P8	not_exposed	26.5429548368713	1
X129_7	P8	not_exposed	17.7273301045051	1
X130_7	P8	not_exposed	16.4696157488298	1
X131_7	P8	not_exposed	17.1678744749436	3
X132_7	P8	not_exposed	11.8650697850355	5
X133_7	P8	not_exposed	22.570916537749	1
X134_7	P8	not_exposed	19.3112230606466	1
X137_7	P8	not_exposed	13.812556074348	3
X138_7	P8	not_exposed	22.4266178539157	1
X140_7	P8	not_exposed	21.2821274471675	1
X141_7	P8	not_exposed	22.2585649765132	1
X142_7	P8	not_exposed	22.3774038084526	1
X143_7	P8	not_exposed	12.0724111385003	1
X144_7	P8	not_exposed	15.9904663344934	1
X145_7	P8	not_exposed	21.4398814935797	1
X146_7	P8	not_exposed	21.9980682267199	1
X147_7	P8	not_exposed	10.2925244979086	3
X148_7	P8	not_exposed	12.7007336444464	1
